UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
2578,47530,Hertfordshire,14-03-2020,"EVERYONE BULK BUYING DUE TO THE CORONAVIRUS .. Have you not thought, if you are self isolating/ isolated you dont need to stock up.. people who HAVENT got the coronavirus can drop food/ supply parcels outside your house? which you can then open your door to? #coronavirus #UK",Negative,"['EVERYONE', 'BULK', 'BUYING', 'DUE', 'TO', 'THE', 'CORONAVIRUS', '..', 'Have', 'you', 'not', 'thought', ',', 'if', 'you', 'are', 'self', 'isolating/', 'isolated', 'you', 'don\x92t', 'need', 'to', 'stock', 'up', '..', 'people', 'who', 'HAVEN\x92T', 'got', 'the', 'coronavirus', 'can', 'drop', 'food/', 'supply', 'parcels', 'outside', 'your', 'house', '?', 'which', 'you', 'can', 'then', 'open', 'your', 'door', 'to', '?', '#', 'coronavirus', '#', 'UK']","EVERYONE BULK BUYING DUE CORONAVIRUS .. thought, self isolating/ isolated dont need stock up.. people HAVENT got coronavirus drop food/ supply parcels outside house? open door to? #coronavirus #UK"
2579,47531,"Wichita, KS",14-03-2020,"I ran into this family at Sams Club today. They say they spent $2000 to stock up on tp, water, and food, concerned about #coronavirus. They told me they are actually less concerned about getting sick than they are about businesses being able to keep up with supply and demand. https://t.co/BhEUCGdj8D",Negative,"['I', 'ran', 'into', 'this', 'family', 'at', 'Sam\x92s', 'Club', 'today', '.', 'They', 'say', 'they', 'spent', '$', '2000', 'to', 'stock', 'up', 'on', 'tp', ',', 'water', ',', 'and', 'food', ',', 'concerned', 'about', '#', 'coronavirus', '.', 'They', 'told', 'me', 'they', 'are', 'actually', 'less', 'concerned', 'about', 'getting', 'sick', 'than', 'they', 'are', 'about', 'businesses', 'being', 'able', 'to', 'keep', 'up', 'with', 'supply', 'and', 'demand', '.', 'https', ':', '//t.co/BhEUCGdj8D']","ran family Sams Club today. say spent $2000 stock tp, water, food, concerned #coronavirus. told actually less concerned getting sick businesses able keep supply demand. https://t.co/BhEUCGdj8D"
2581,47533,mitchell.natasha @ abc.net.au,14-03-2020,"Time to share extra kindness, warmth, humour, support in interactions with supermarket staff everywhere.  They are under seige on a very strange frontline in shops right now...feeling for them. Hug. 
#Covid_19 #COVID19Aus #COVID2019",Extremely Positive,"['Time', 'to', 'share', 'extra', 'kindness', ',', 'warmth', ',', 'humour', ',', 'support', 'in', 'interactions', 'with', 'supermarket', 'staff', 'everywhere', '.', 'They', 'are', 'under', 'seige', 'on', 'a', 'very', 'strange', 'frontline', 'in', 'shops', 'right', 'now', '...', 'feeling', 'for', 'them', '.', 'Hug', '.', '#', 'Covid_19', '#', 'COVID19Aus', '#', 'COVID2019']","Time share extra kindness, warmth, humour, support interactions supermarket staff everywhere. seige strange frontline shops right now...feeling them. Hug. #Covid_19 #COVID19Aus #COVID2019"
2582,47534,"Melbourne, Australia",14-03-2020,So I work in retail. Today we had a young kid of Asian decent coughing in store. A grown ass man started yelling at him and tried to chase him out of the store while screaming and swearing. What has this world come to. #coronavirus,Extremely Negative,"['So', 'I', 'work', 'in', 'retail', '.', 'Today', 'we', 'had', 'a', 'young', 'kid', 'of', 'Asian', 'decent', 'coughing', 'in', 'store', '.', 'A', 'grown', 'ass', 'man', 'started', 'yelling', 'at', 'him', 'and', 'tried', 'to', 'chase', 'him', 'out', 'of', 'the', 'store', 'while', 'screaming', 'and', 'swearing', '.', 'What', 'has', 'this', 'world', 'come', 'to', '.', '#', 'coronavirus']",work retail. Today young kid Asian decent coughing store. grown ass man started yelling tried chase store screaming swearing. world come to. #coronavirus
2583,47535,"Tucson, AZ",14-03-2020,"@DeaceProducer how was your Costco trip? I stopped over at mine yesterday for dog food and they said they CANT KEEP IT IN STOCK.
I wasnt pissed about this #coronavirus until I saw people #panicbuying dog food....",Extremely Negative,"['@', 'DeaceProducer', 'how', 'was', 'your', 'Costco', 'trip', '?', 'I', 'stopped', 'over', 'at', 'mine', 'yesterday', 'for', 'dog', 'food', 'and', 'they', 'said', 'they', 'CAN\x92T', 'KEEP', 'IT', 'IN', 'STOCK', '.', 'I', 'wasn\x92t', 'pissed', 'about', 'this', '#', 'coronavirus', 'until', 'I', 'saw', 'people', '#', 'panicbuying', 'dog', 'food', '....']",@DeaceProducer Costco trip? stopped mine yesterday dog food said CANT KEEP STOCK. wasnt pissed #coronavirus saw people #panicbuying dog food....
2584,47536,"Omaha, NE",14-03-2020,Best take Ive heard so far today-as Im driving into work someone calls into whatever radio show is on and says Its 630 in the morning and Im at the grocery store where a lady is yelling about no hand sanitizer. Meanwhile there is still PLENTY of soap. #priorities #Covid_19,Extremely Positive,"['Best', 'take', 'I\x92ve', 'heard', 'so', 'far', 'today-as', 'I\x92m', 'driving', 'into', 'work', 'someone', 'calls', 'into', 'whatever', 'radio', 'show', 'is', 'on', 'and', 'says', '\x93It\x92s', '630', 'in', 'the', 'morning', 'and', 'I\x92m', 'at', 'the', 'grocery', 'store', 'where', 'a', 'lady', 'is', 'yelling', 'about', 'no', 'hand', 'sanitizer', '.', 'Meanwhile', 'there', 'is', 'still', 'PLENTY', 'of', 'soap.\x94', '#', 'priorities', '#', 'Covid_19']",Best take Ive heard far today-as Im driving work someone calls whatever radio show says Its 630 morning Im grocery store lady yelling hand sanitizer. Meanwhile still PLENTY soap. #priorities #Covid_19
2585,47537,"Lafayette, IN.",14-03-2020,"Stock up on snack food. These are mostly made at Large #FACTORY / #facilities . Once an confirmed case shows up in a location. It will shut it down for weeks. Just a warning.

#Doritos 
#sunchips
#tostitos
#frito 
#Covid_19 
#coronavirus",Negative,"['Stock', 'up', 'on', 'snack', 'food', '.', 'These', 'are', 'mostly', 'made', 'at', 'Large', '#', 'FACTORY', '/', '#', 'facilities', '.', 'Once', 'an', 'confirmed', 'case', 'shows', 'up', 'in', 'a', 'location', '.', 'It', 'will', 'shut', 'it', 'down', 'for', 'weeks', '.', 'Just', 'a', 'warning', '.', '#', 'Doritos', '#', 'sunchips', '#', 'tostitos', '#', 'frito', '#', 'Covid_19', '#', 'coronavirus']",Stock snack food. mostly made Large #FACTORY / #facilities . confirmed case shows location. shut weeks. warning. #Doritos #sunchips #tostitos #frito #Covid_19 #coronavirus
2586,47538,Manchester,14-03-2020,"@lollyscupcakery It's crazy Katie, I still dont get the toilet roll thing though ? I'd rather stock up on food, but you know ?????? #coronavirus",Negative,"['@', 'lollyscupcakery', 'It', ""'s"", 'crazy', 'Katie', ',', 'I', 'still', 'dont', 'get', 'the', 'toilet', 'roll', 'thing', 'though', '?', 'I', ""'d"", 'rather', 'stock', 'up', 'on', 'food', ',', 'but', 'you', 'know', '?', '?', '?', '?', '?', '?', '#', 'coronavirus']","@lollyscupcakery crazy Katie, still dont get toilet roll thing though ? I'd rather stock food, know ?????? #coronavirus"
2587,47539,Dirty $outh,14-03-2020,Covid-19 not even that deadly but yall stock piling food. AIDS been leaving mfs doa since the 70's bet them condoms shelves full though.,Extremely Negative,"['Covid-19', 'not', 'even', 'that', 'deadly', 'but', 'yall', 'stock', 'piling', 'food', '.', 'AIDS', 'been', 'leaving', 'mfs', 'doa', 'since', 'the', '70', ""'s"", 'bet', 'them', 'condoms', 'shelves', 'full', 'though', '.']",Covid-19 even deadly yall stock piling food. AIDS leaving mfs doa since 70's bet condoms shelves full though.
2588,47540,United States,14-03-2020,"Happy Saturday? Friends, while we are sanitizing our shipping facility &amp; storefront multiple times daily, we want to strongly encourage you to take your shopping experience with us online to err on the side of safety during this time of the COVID-19 season. @WHO ? https://t.co/zsjZ77vWTk",Extremely Positive,"['Happy', 'Saturday', '?', 'Friends', ',', 'while', 'we', 'are', 'sanitizing', 'our', 'shipping', 'facility', '&', 'amp', ';', 'storefront', 'multiple', 'times', 'daily', ',', 'we', 'want', 'to', 'strongly', 'encourage', 'you', 'to', 'take', 'your', 'shopping', 'experience', 'with', 'us', 'online', 'to', 'err', 'on', 'the', 'side', 'of', 'safety', 'during', 'this', 'time', 'of', 'the', 'COVID-19', 'season', '.', '@', 'WHO', '?', 'https', ':', '//t.co/zsjZ77vWTk']","Happy Saturday? Friends, sanitizing shipping facility &amp; storefront multiple times daily, want strongly encourage take shopping experience us online err side safety time COVID-19 season. @WHO ? https://t.co/zsjZ77vWTk"
2589,47541,Vancouver Toronto Melbourne,14-03-2020,"Interesting scene at the grocery store last night. Two thoughts:
- Fear makes monkeys of us all;
- Just-in-time inventory doesnt deal well with demand or supply shocks #coronavirus #canada https://t.co/j6saFLtOzA",Negative,"['Interesting', 'scene', 'at', 'the', 'grocery', 'store', 'last', 'night', '.', 'Two', 'thoughts', ':', '-', 'Fear', 'makes', 'monkeys', 'of', 'us', 'all', ';', '-', 'Just-in-time', 'inventory', 'doesn\x92t', 'deal', 'well', 'with', 'demand', 'or', 'supply', 'shocks', '#', 'coronavirus', '#', 'canada', 'https', ':', '//t.co/j6saFLtOzA']",Interesting scene grocery store last night. Two thoughts: - Fear makes monkeys us all; - Just-in-time inventory doesnt deal well demand supply shocks #coronavirus #canada https://t.co/j6saFLtOzA
2590,47542,"Bampton, Devon",14-03-2020,"If you don't stock up on food you will eventually starve therefore the need to have a shit will receed so no need to stock up on toilet paper either.
Simple solutions for some people.
#coronavirus",Extremely Negative,"['If', 'you', 'do', ""n't"", 'stock', 'up', 'on', 'food', 'you', 'will', 'eventually', 'starve', 'therefore', 'the', 'need', 'to', 'have', 'a', 'shit', 'will', 'receed', 'so', 'no', 'need', 'to', 'stock', 'up', 'on', 'toilet', 'paper', 'either', '.', 'Simple', 'solutions', 'for', 'some', 'people', '.', '#', 'coronavirus']",stock food eventually starve therefore need shit receed need stock toilet paper either. Simple solutions people. #coronavirus
2592,47544,United States,14-03-2020,"2 stages of covid-19 concern: 1. Proactive considerations- get some extra food, demand your schools close down in line with recommendations, work from home, clean your house, social distance, wash your hands 2. Shitting yourself scared- head to Costco, get ALLLLL the toilet paper",Negative,"['2', 'stages', 'of', 'covid-19', 'concern', ':', '1', '.', 'Proactive', 'considerations-', 'get', 'some', 'extra', 'food', ',', 'demand', 'your', 'schools', 'close', 'down', 'in', 'line', 'with', 'recommendations', ',', 'work', 'from', 'home', ',', 'clean', 'your', 'house', ',', 'social', 'distance', ',', 'wash', 'your', 'hands', '2', '.', 'Shitting', 'yourself', 'scared-', 'head', 'to', 'Costco', ',', 'get', 'ALLLLL', 'the', 'toilet', 'paper']","2 stages covid-19 concern: 1. Proactive considerations- get extra food, demand schools close line recommendations, work home, clean house, social distance, wash hands 2. Shitting scared- head Costco, get ALLLLL toilet paper"
2593,47545,United States,14-03-2020,"Im not sure if this tweet is going to result in my verbal evisceration, but I really think the mad emptying of grocery stores across the country is uncalled for. Were creating an atmosphere of hysteria that really isnt helping the situation. What do yall think? Am I wrong?",Extremely Negative,"['I\x92m', 'not', 'sure', 'if', 'this', 'tweet', 'is', 'going', 'to', 'result', 'in', 'my', 'verbal', 'evisceration', ',', 'but', 'I', 'really', 'think', 'the', 'mad', 'emptying', 'of', 'grocery', 'stores', 'across', 'the', 'country', 'is', 'uncalled', 'for', '.', 'We\x92re', 'creating', 'an', 'atmosphere', 'of', 'hysteria', 'that', 'really', 'isn\x92t', 'helping', 'the', 'situation', '.', 'What', 'do', 'y\x92all', 'think', '?', 'Am', 'I', 'wrong', '?']","Im sure tweet going result verbal evisceration, really think mad emptying grocery stores across country uncalled for. Were creating atmosphere hysteria really isnt helping situation. yall think? wrong?"
2595,47547,"Florida, USA",14-03-2020,@phran310 @EvelDick There was maybe 20 people in the grocery store while I was shopping. 14 or 15 of which were older women standing in the very empty toilet paper aisle just chatting about the #coronavirus  and how many stores they had already been to. M,Negative,"['@', 'phran310', '@', 'EvelDick', 'There', 'was', 'maybe', '20', 'people', 'in', 'the', 'grocery', 'store', 'while', 'I', 'was', 'shopping', '.', '14', 'or', '15', 'of', 'which', 'were', 'older', 'women', 'standing', 'in', 'the', 'very', 'empty', 'toilet', 'paper', 'aisle', 'just', 'chatting', 'about', 'the', '#', 'coronavirus', 'and', 'how', 'many', 'stores', 'they', 'had', 'already', 'been', 'to', '.', 'M']",@phran310 @EvelDick maybe 20 people grocery store shopping. 14 15 older women standing empty toilet paper aisle chatting #coronavirus many stores already to.
2596,47548,Plymouth UK,14-03-2020,This evening I've realised that German Shepard puppy's wind is more toxic then #Covid_19. Consumer advice bought to you by a man holding his breath.,Neutral,"['This', 'evening', 'I', ""'ve"", 'realised', 'that', 'German', 'Shepard', 'puppy', ""'s"", 'wind', 'is', 'more', 'toxic', 'then', '#', 'Covid_19', '.', 'Consumer', 'advice', 'bought', 'to', 'you', 'by', 'a', 'man', 'holding', 'his', 'breath', '.']",evening I've realised German Shepard puppy's wind toxic #Covid_19. Consumer advice bought man holding breath.
2598,47550,"Northampton, England",14-03-2020,"As it currently stands, we continue to see an escalation in active COVID 19 cases, and we are now seeing disruption in global travel, consumer and corporate activity, supply chains, and labour productivity due to illness / self-isolation...

https://t.co/Ll0MJt2gkn",Extremely Negative,"['As', 'it', 'currently', 'stands', ',', 'we', 'continue', 'to', 'see', 'an', 'escalation', 'in', 'active', 'COVID', '19', 'cases', ',', 'and', 'we', 'are', 'now', 'seeing', 'disruption', 'in', 'global', 'travel', ',', 'consumer', 'and', 'corporate', 'activity', ',', 'supply', 'chains', ',', 'and', 'labour', 'productivity', 'due', 'to', 'illness', '/', 'self-isolation', '...', 'https', ':', '//t.co/Ll0MJt2gkn']","currently stands, continue see escalation active COVID 19 cases, seeing disruption global travel, consumer corporate activity, supply chains, labour productivity due illness / self-isolation... https://t.co/Ll0MJt2gkn"
2599,47551,"Paris, France  ??",14-03-2020,"With stock market and businesses crashing because of d spread of #COVID19 pandemic.

Shopping malls are running out of food supplies cos people are stocking their homes. As other businesses are crashing, some are exploiting d crisis to thrive. What an Irony of life

#Coronavirus https://t.co/riZu6Geynr",Extremely Negative,"['With', 'stock', 'market', 'and', 'businesses', 'crashing', 'because', 'of', 'd', 'spread', 'of', '#', 'COVID19', 'pandemic', '.', 'Shopping', 'malls', 'are', 'running', 'out', 'of', 'food', 'supplies', 'cos', 'people', 'are', 'stocking', 'their', 'homes', '.', 'As', 'other', 'businesses', 'are', 'crashing', ',', 'some', 'are', 'exploiting', 'd', 'crisis', 'to', 'thrive', '.', 'What', 'an', 'Irony', 'of', 'life', '#', 'Coronavirus', 'https', ':', '//t.co/riZu6Geynr']","stock market businesses crashing spread #COVID19 pandemic. Shopping malls running food supplies cos people stocking homes. businesses crashing, exploiting crisis thrive. Irony life #Coronavirus https://t.co/riZu6Geynr"
2600,47552,Los Angeles,14-03-2020,"In Response to Corona &amp;
Canceled Events
""Online shopping has risen since the Covid-19 virus""

Our Unparalleled Response to the Coronavirus Emergency Plan
--Exclusively for our Vendors--
If we can't bring the PEOPLE to us then we will bring US https://t.co/9eRRiAK6eP https://t.co/cHAeczaeH5",Negative,"['In', 'Response', 'to', 'Corona', '&', 'amp', ';', 'Canceled', 'Events', ""''"", 'Online', 'shopping', 'has', 'risen', 'since', 'the', 'Covid-19', 'virus', ""''"", 'Our', 'Unparalleled', 'Response', 'to', 'the', 'Coronavirus', 'Emergency', 'Plan', '--', 'Exclusively', 'for', 'our', 'Vendors', '--', 'If', 'we', 'ca', ""n't"", 'bring', 'the', 'PEOPLE', 'to', 'us', 'then', 'we', 'will', 'bring', 'US', 'https', ':', '//t.co/9eRRiAK6eP', 'https', ':', '//t.co/cHAeczaeH5']","Response Corona &amp; Canceled Events ""Online shopping risen since Covid-19 virus"" Unparalleled Response Coronavirus Emergency Plan --Exclusively Vendors-- can't bring PEOPLE us bring US https://t.co/9eRRiAK6eP https://t.co/cHAeczaeH5"
2601,47553,"Virginia, USA",14-03-2020,This is the shelf where I usually shop for bread at my local grocery store! ? #COVID2019 https://t.co/vt9V5obGzR,Neutral,"['This', 'is', 'the', 'shelf', 'where', 'I', 'usually', 'shop', 'for', 'bread', 'at', 'my', 'local', 'grocery', 'store', '!', '?', '#', 'COVID2019', 'https', ':', '//t.co/vt9V5obGzR']",shelf usually shop bread local grocery store! ? #COVID2019 https://t.co/vt9V5obGzR
2602,47554,The PC,14-03-2020,"I've #never #seen so may #men in a #supermarket on a #Saturday... a day #without #football.

#CoronavirusPandemic #CoronaVirusUpdates #coronavirus #Covid_19 #panicbuying #UK https://t.co/vMMBdf8PBe",Neutral,"['I', ""'ve"", '#', 'never', '#', 'seen', 'so', 'may', '#', 'men', 'in', 'a', '#', 'supermarket', 'on', 'a', '#', 'Saturday', '...', 'a', 'day', '#', 'without', '#', 'football', '.', '#', 'CoronavirusPandemic', '#', 'CoronaVirusUpdates', '#', 'coronavirus', '#', 'Covid_19', '#', 'panicbuying', '#', 'UK', 'https', ':', '//t.co/vMMBdf8PBe']",I've #never #seen may #men #supermarket #Saturday... day #without #football. #CoronavirusPandemic #CoronaVirusUpdates #coronavirus #Covid_19 #panicbuying #UK https://t.co/vMMBdf8PBe
2605,47557,"Almaty, Kazakhstan",14-03-2020,First #Covid_19 cases in #Kazakhstan since yesterday. Going to a supermarket today: People seem to buy much more stuff than usually. Prices are rising (they changed price tags right in front of me) and for some reason almost no toilet paper left.,Negative,"['First', '#', 'Covid_19', 'cases', 'in', '#', 'Kazakhstan', 'since', 'yesterday', '.', 'Going', 'to', 'a', 'supermarket', 'today', ':', 'People', 'seem', 'to', 'buy', 'much', 'more', 'stuff', 'than', 'usually', '.', 'Prices', 'are', 'rising', '(', 'they', 'changed', 'price', 'tags', 'right', 'in', 'front', 'of', 'me', ')', 'and', 'for', 'some', 'reason', 'almost', 'no', 'toilet', 'paper', 'left', '.']",First #Covid_19 cases #Kazakhstan since yesterday. Going supermarket today: People seem buy much stuff usually. Prices rising (they changed price tags right front me) reason almost toilet paper left.
2606,47558,"Lewisville, TX and Mesquite, T",14-03-2020,"Our #For1Meal campaign launched today, fighting hunger. Demand on North Texas Food Bank has increased due to school closures, longer spring breaks, loss of income, etc #COVID-19 

Please donate a little $ - 100% of ur donations will #FightHunger. 
#For1Meal @girlyoda",Negative,"['Our', '#', 'For1Meal', 'campaign', 'launched', 'today', ',', 'fighting', 'hunger', '.', 'Demand', 'on', 'North', 'Texas', 'Food', 'Bank', 'has', 'increased', 'due', 'to', 'school', 'closures', ',', 'longer', 'spring', 'breaks', ',', 'loss', 'of', 'income', ',', 'etc', '#', 'COVID-19', 'Please', 'donate', 'a', 'little', '$', '-', '100', '%', 'of', 'ur', 'donations', 'will', '#', 'FightHunger', '.', '#', 'For1Meal', '@', 'girlyoda']","#For1Meal campaign launched today, fighting hunger. Demand North Texas Food Bank increased due school closures, longer spring breaks, loss income, etc #COVID-19 Please donate little $ - 100% ur donations #FightHunger. #For1Meal @girlyoda"
2607,47559,London,14-03-2020,"Omo na wa ooo..... So even supermarket sef don dry! Abeg, make we find prevention and cure from #CoronaVirus ASAP.... awa World is in danger! #OyinboPrincessSaysSo #OgaMa #Covid_19 @ Birmingham, United Kingdom https://t.co/nCuBvpeFyq",Negative,"['Omo', 'na', 'wa', 'ooo', '.....', 'So', 'even', 'supermarket', 'sef', 'don', 'dry', '!', 'Abeg', ',', 'make', 'we', 'find', 'prevention', 'and', 'cure', 'from', '#', 'CoronaVirus', 'ASAP', '....', 'awa', 'World', 'is', 'in', 'danger', '!', '#', 'OyinboPrincessSaysSo', '#', 'OgaMa', '#', 'Covid_19', '@', 'Birmingham', ',', 'United', 'Kingdom', 'https', ':', '//t.co/nCuBvpeFyq']","Omo na wa ooo..... even supermarket sef dry! Abeg, make find prevention cure #CoronaVirus ASAP.... awa World danger! #OyinboPrincessSaysSo #OgaMa #Covid_19 @ Birmingham, United Kingdom https://t.co/nCuBvpeFyq"
2608,47560,Toronto On,14-03-2020,"Its Saturday, Ive braved the grocery store &amp; shoppers. Ive washed my hands about 12 times already, I have a coffee in my hand sitting on the couch, &amp; my pets are WILDN out as usual. Here is a glimpse of my live entertainment(&amp; my awful cackle)?. #Covid_19 relief tweet ????? https://t.co/aVNFicMe51",Extremely Positive,"['It\x92s', 'Saturday', ',', 'I\x92ve', 'braved', 'the', 'grocery', 'store', '&', 'amp', ';', 'shoppers', '.', 'I\x92ve', 'washed', 'my', 'hands', 'about', '12', 'times', 'already', ',', 'I', 'have', 'a', 'coffee', 'in', 'my', 'hand', 'sitting', 'on', 'the', 'couch', ',', '&', 'amp', ';', 'my', 'pets', 'are', 'WILDN\x92', 'out', 'as', 'usual', '.', 'Here', 'is', 'a', 'glimpse', 'of', 'my', 'live', 'entertainment', '(', '&', 'amp', ';', 'my', 'awful', 'cackle', ')', '?', '.', '#', 'Covid_19', 'relief', 'tweet', '?', '?', '?', '?', '?', 'https', ':', '//t.co/aVNFicMe51']","Its Saturday, Ive braved grocery store &amp; shoppers. Ive washed hands 12 times already, coffee hand sitting couch, &amp; pets WILDN usual. glimpse live entertainment(&amp; awful cackle)?. #Covid_19 relief tweet ????? https://t.co/aVNFicMe51"
2609,47561,"Orange County, CA",14-03-2020,"Shoutout to the grocery store workers for enduring mass hysteria. The healthcare workers at the front line. Also, maybe parents and the general public will appreciate and value educators more after weeks of school closures. #Covid_19",Positive,"['Shoutout', 'to', 'the', 'grocery', 'store', 'workers', 'for', 'enduring', 'mass', 'hysteria', '.', 'The', 'healthcare', 'workers', 'at', 'the', 'front', 'line', '.', 'Also', ',', 'maybe', 'parents', 'and', 'the', 'general', 'public', 'will', 'appreciate', 'and', 'value', 'educators', 'more', 'after', 'weeks', 'of', 'school', 'closures', '.', '#', 'Covid_19']","Shoutout grocery store workers enduring mass hysteria. healthcare workers front line. Also, maybe parents general public appreciate value educators weeks school closures. #Covid_19"
2610,47562,"London, England",14-03-2020,"Just Went to the #supermarket for some bits, it's like an #Apocalyptic film. I've not seen anything like this in my entire life. #scary #CoronaVirus #Covid_19",Extremely Positive,"['Just', 'Went', 'to', 'the', '#', 'supermarket', 'for', 'some', 'bits', ',', 'it', ""'s"", 'like', 'an', '#', 'Apocalyptic', 'film', '.', 'I', ""'ve"", 'not', 'seen', 'anything', 'like', 'this', 'in', 'my', 'entire', 'life', '.', '#', 'scary', '#', 'CoronaVirus', '#', 'Covid_19']","Went #supermarket bits, like #Apocalyptic film. I've seen anything like entire life. #scary #CoronaVirus #Covid_19"
2611,47563,Chesapeake region,14-03-2020,"Ive broken many of the #COVID2019 #COVID?19 #COVID19US health tips/guidelines for keeping one safe. Touching face, rubbing eyes, wiping mouth w/hand ??Shopping w/hundreds of folks trying to stock up on food, etc ??Totally not thinking; sad on all levels!",Extremely Positive,"['I\x92ve', 'broken', 'many', 'of', 'the', '#', 'COVID2019', '#', 'COVID', '?', '19', '#', 'COVID19US', 'health', 'tips/guidelines', 'for', 'keeping', 'one', 'safe', '.', 'Touching', 'face', ',', 'rubbing', 'eyes', ',', 'wiping', 'mouth', 'w/hand', '?', '?', 'Shopping', 'w/hundreds', 'of', 'folks', 'trying', 'to', 'stock', 'up', 'on', 'food', ',', 'etc', '?', '?', 'Totally', 'not', 'thinking', ';', 'sad', 'on', 'all', 'levels', '!']","Ive broken many #COVID2019 #COVID?19 #COVID19US health tips/guidelines keeping one safe. Touching face, rubbing eyes, wiping mouth w/hand ??Shopping w/hundreds folks trying stock food, etc ??Totally thinking; sad levels!"
2613,47565,Harare,14-03-2020,"Zimbabweans ?? won't even be able to stock food in case of self isolation. Not enough money to buy, not enough food.
Only God can save us.
We need more of you Lord.
#coronavirus

Our Help comes from the Lord, who made heaven and earth.

Let us entreat the Lord for salvation.",Extremely Positive,"['Zimbabweans', '?', '?', 'wo', ""n't"", 'even', 'be', 'able', 'to', 'stock', 'food', 'in', 'case', 'of', 'self', 'isolation', '.', 'Not', 'enough', 'money', 'to', 'buy', ',', 'not', 'enough', 'food', '.', 'Only', 'God', 'can', 'save', 'us', '.', 'We', 'need', 'more', 'of', 'you', 'Lord', '.', '#', 'coronavirus', 'Our', 'Help', 'comes', 'from', 'the', 'Lord', ',', 'who', 'made', 'heaven', 'and', 'earth', '.', 'Let', 'us', 'entreat', 'the', 'Lord', 'for', 'salvation', '.']","Zimbabweans ?? even able stock food case self isolation. enough money buy, enough food. God save us. need Lord. #coronavirus Help comes Lord, made heaven earth. Let us entreat Lord salvation."
2614,47566,"Los Angeles, CA",14-03-2020,Did you stock up on food and other essentials? ? #coronavirus,Neutral,"['Did', 'you', 'stock', 'up', 'on', 'food', 'and', 'other', 'essentials', '?', '?', '#', 'coronavirus']",stock food essentials? ? #coronavirus
2615,47567,U-S-A,14-03-2020,"A friend who works retail said a co-worker of hers was ""lucky"" enough to get two containers of disinfecting wipes. He stopped to get gas for his car. Upon returning after paying in the store, discovered the wipes were gone but, his $1000 phone was still in the car! #Covid-19",Positive,"['A', 'friend', 'who', 'works', 'retail', 'said', 'a', 'co-worker', 'of', 'hers', 'was', '``', 'lucky', ""''"", 'enough', 'to', 'get', 'two', 'containers', 'of', 'disinfecting', 'wipes', '.', 'He', 'stopped', 'to', 'get', 'gas', 'for', 'his', 'car', '.', 'Upon', 'returning', 'after', 'paying', 'in', 'the', 'store', ',', 'discovered', 'the', 'wipes', 'were', 'gone', 'but', ',', 'his', '$', '1000', 'phone', 'was', 'still', 'in', 'the', 'car', '!', '#', 'Covid-19']","friend works retail said co-worker ""lucky"" enough get two containers disinfecting wipes. stopped get gas car. Upon returning paying store, discovered wipes gone but, $1000 phone still car! #Covid-19"
2616,47568,United States,14-03-2020,"Went to Costco, Rona, Walmart, Dollar Tree, Super Store, Shoppers and Walmart. All were out of Toilet Paper, Lysol Wipes, Paper Towel, Tissue, Chicken, Pasta and canned food.

Finally, went to an Asian Store and was able to stock up on all items other than Wipes.#coronavirus",Positive,"['Went', 'to', 'Costco', ',', 'Rona', ',', 'Walmart', ',', 'Dollar', 'Tree', ',', 'Super', 'Store', ',', 'Shoppers', 'and', 'Walmart', '.', 'All', 'were', 'out', 'of', 'Toilet', 'Paper', ',', 'Lysol', 'Wipes', ',', 'Paper', 'Towel', ',', 'Tissue', ',', 'Chicken', ',', 'Pasta', 'and', 'canned', 'food', '.', 'Finally', ',', 'went', 'to', 'an', 'Asian', 'Store', 'and', 'was', 'able', 'to', 'stock', 'up', 'on', 'all', 'items', 'other', 'than', 'Wipes.', '#', 'coronavirus']","Went Costco, Rona, Walmart, Dollar Tree, Super Store, Shoppers Walmart. Toilet Paper, Lysol Wipes, Paper Towel, Tissue, Chicken, Pasta canned food. Finally, went Asian Store able stock items Wipes.#coronavirus"
2617,47569,"New York, NY",14-03-2020,Talked to someone who is getting ready to launch an emergency essentials kit at market prices. He's got a source with couple of thousand items. He's going to donate the proceeds to food banks and to people who can't afford to subsist . #COVID-19 #coronavirus #covid_19,Neutral,"['Talked', 'to', 'someone', 'who', 'is', 'getting', 'ready', 'to', 'launch', 'an', 'emergency', 'essentials', 'kit', 'at', 'market', 'prices', '.', 'He', ""'s"", 'got', 'a', 'source', 'with', 'couple', 'of', 'thousand', 'items', '.', 'He', ""'s"", 'going', 'to', 'donate', 'the', 'proceeds', 'to', 'food', 'banks', 'and', 'to', 'people', 'who', 'ca', ""n't"", 'afford', 'to', 'subsist', '.', '#', 'COVID-19', '#', 'coronavirus', '#', 'covid_19']",Talked someone getting ready launch emergency essentials kit market prices. He's got source couple thousand items. He's going donate proceeds food banks people can't afford subsist . #COVID-19 #coronavirus #covid_19
